order_id,date,customer_id,product_category,product_name,quantity,unit_price,discount,shipping_city,payment_method,rating
10001,2024-09-01,C4657,服装鞋帽,运动跑鞋,4,705.02,,郑州,支付宝,
10002,2024-08-25,C4811,图书文具,Python编程入门,2,77.06,0.3,南京,信用卡,5.0
10003,2024-07-02,C3615,美妆个护,面膜套装,1,106.64,0.25,深圳,支付宝,4.0
10004,2024-09-27,C5333,电子产品,无线鼠标,5,228.42,0.2,温州,京东白条,5.0
10005,2024-11-25,C4150,美妆个护,精华液,1,179.16,0.05,石家庄,微信支付,4.0
10006,2024-10-25,C6977,服装鞋帽,真丝围巾,2,295.98,0.05,合肥,京东白条,5.0
10007,2024-08-11,C8573,食品饮料,西湖龙井茶叶,2,24740.89,0.25,温州,支付宝,2.0
10008,2024-09-19,C7572,家居生活,不粘炒锅,5,185.97,0.25,武汉,京东白条,5.0
10009,2024-12-12,C8517,服装鞋帽,棒球帽,2,64.36,0.3,贵阳,花呗,4.0
10010,2024-08-05,C9348,食品饮料,进口坚果礼盒,3,217.48,0.1,无锡,京东白条,2.0
10011,2024-10-06,C8668,图书文具,商业管理书籍,3,116.98,,佛山,支付宝,4.0
10012,2024-09-07,C6573,电子产品,USB-C扩展坞,1,246.39,0.2,宁波,微信支付,3.0
10013,2024-12-08,C5889,美妆个护,口红套装,3,185.55,0.0,合肥,银行卡,3.0
10014,2024-10-01,C6038,服装鞋帽,纯棉T恤,2,92.72,,佛山,信用卡,5.0
10015,2024-11-14,C3060,服装鞋帽,运动套装,1,577.74,0.3,武汉,花呗,5.0
10016,2024-09-18,C7537,美妆个护,香水,2,461.86,0.15,广州,银行卡,
10017,2024-11-19,C4770,图书文具,手账本套装,2,39.65,,广州,支付宝,2.0
10018,2024-08-30,C5562,美妆个护,电动牙刷,1,208.27,0.5,南京,信用卡,3.0
10019,2024-07-25,C8062,家居生活,陶瓷茶具套装,3,339.89,,昆明,京东白条,
10020,2024-10-12,C6559,电子产品,智能手表,2,786.39,0.1,重庆,信用卡,5.0
10021,2024-10-22,C2604,电子产品,无线蓝牙耳机,4,586.6,0.1,郑州,信用卡,5.0
10022,2024-07-16,C3697,食品饮料,云南普洱茶饼,1,295.62,0.5,西安,信用卡,5.0
10023,2024-11-20,C8973,服装鞋帽,牛仔裤,5,259.88,0.0,佛山,银行卡,
10024,2024-11-27,C8811,图书文具,钢笔墨水礼盒,2,116.06,0.05,合肥,支付宝,4.0
10025,2024-07-31,C5033,图书文具,Python编程入门,1,79.97,0.25,南宁,银行卡,5.0
10026,2024-08-31,C5351,食品饮料,有机蜂蜜,1,122.89,0.05,北京,信用卡,5.0
10027,2024-07-26,C2200,图书文具,手账本套装,1,84.53,0.05,贵阳,微信支付,3.0
10028,2024-11-17,C5956,图书文具,Python编程入门,2,82.39,0.05,贵阳,微信支付,5.0
10029,2024-11-19,C3546,家居生活,收纳整理箱,2,3385.13,0.2,宁波,信用卡,5.0
10030,2024-07-14,C2512,美妆个护,面膜套装,1,175.11,0.1,昆明,银行卡,4.0
10031,2024-12-28,C8007,图书文具,Python编程入门,5,54.59,0.1,厦门,支付宝,5.0
10032,2024-08-07,C8041,服装鞋帽,纯棉T恤,4,102.16,0.0,贵阳,银行卡,4.0
10033,2024-07-27,C6794,图书文具,考试教辅资料,2,87.43,0.15,石家庄,微信支付,5.0
10034,2024-10-14,C1406,服装鞋帽,真丝围巾,1,496.72,0.15,重庆,微信支付,3.0
10035,2024-07-10,C8711,服装鞋帽,牛仔裤,1,436.64,0.15,南京,支付宝,4.0
10036,2024-09-10,C2137,家居生活,乳胶床垫,1,2923.45,0.25,北京,支付宝,4.0
10037,2024-11-26,C5349,电子产品,机械键盘,1,656.94,0.3,合肥,花呗,
10038,2024-11-25,C4114,家居生活,记忆棉枕头,1,240.76,0.15,天津,信用卡,
10039,2024-12-18,C6409,图书文具,儿童绘本套装,1,131.97,0.2,哈尔滨,信用卡,5.0
10040,2024-11-19,C3085,服装鞋帽,休闲西装外套,1,797.96,0.1,合肥,花呗,4.0
10041,2024-07-01,C5978,家居生活,真空保温杯,2,137.78,0.5,青岛,信用卡,4.0
10042,2024-08-13,C2389,家居生活,乳胶床垫,5,1279.16,0.2,南京,微信支付,
10043,2024-07-12,C5011,食品饮料,进口坚果礼盒,4,166.42,0.3,大连,信用卡,5.0
10044,2024-07-02,C2746,食品饮料,精品咖啡豆,5,81.87,0.0,厦门,微信支付,3.0
10045,2024-08-04,C8612,美妆个护,香水,4,769.02,0.3,温州,花呗,3.0
10046,2024-10-30,C8373,家居生活,真空保温杯,1,203.38,0.5,昆明,微信支付,2.0
10047,2024-09-12,C4841,家居生活,乳胶床垫,2,1958.13,0.15,长沙,京东白条,4.0
10048,2024-10-15,C7678,家居生活,智能扫地机器人,1,1772.13,0.0,石家庄,花呗,1.0
10049,2024-09-29,C5892,食品饮料,牛肉干零食,2,82.06,0.15,大连,微信支付,4.0
10050,2024-10-08,C6507,美妆个护,面膜套装,3,160.39,0.0,南宁,信用卡,5.0
10051,2024-07-22,C8022,服装鞋帽,运动套装,1,271.69,0.5,苏州,银行卡,4.0
10052,2024-10-16,C5133,电子产品,无线鼠标,2,94.04,0.25,南京,京东白条,
10053,2024-12-14,C1659,电子产品,智能手表,1,798.04,0.1,大连,京东白条,
10054,2024-08-25,C8619,美妆个护,洗面奶,1,108.02,0.05,东莞,微信支付,3.0
10055,2024-07-07,C6111,图书文具,考试教辅资料,2,52.8,,济南,京东白条,5.0
10056,2024-09-16,C2983,图书文具,Python编程入门,1,66.36,0.25,北京,信用卡,3.0
10057,2024-10-01,C8532,美妆个护,防晒霜SPF50,2,125.61,0.2,合肥,花呗,4.0
10058,2024-11-29,C5397,家居生活,真空保温杯,1,201.92,0.15,东莞,信用卡,5.0
10059,2024-09-25,C1470,食品饮料,即食燕麦片,1,38.09,0.25,重庆,花呗,4.0
10060,2024-07-03,C9464,服装鞋帽,运动跑鞋,1,443.81,0.15,济南,信用卡,4.0
10061,2024-07-05,C2524,家居生活,真空保温杯,1,133.7,0.25,大连,花呗,4.0
10062,2024-11-18,C6419,家居生活,智能扫地机器人,1,1467.92,0.15,苏州,支付宝,5.0
10063,2024-12-24,C4033,服装鞋帽,牛仔裤,1,410.13,0.2,深圳,微信支付,4.0
10064,2024-09-16,C1231,美妆个护,防晒霜SPF50,5,104.66,0.1,昆明,信用卡,
10065,2024-07-04,C5658,食品饮料,鲜榨果汁套装,1,88.64,,石家庄,信用卡,
10066,2024-07-17,C7565,食品饮料,进口坚果礼盒,2,187.09,0.2,广州,微信支付,
10067,2024-10-15,C4697,图书文具,考试教辅资料,1,56.03,0.3,西安,花呗,5.0
10068,2024-07-26,C4404,美妆个护,口红套装,1,226.92,0.05,成都,支付宝,5.0
10069,2024-10-29,C5771,电子产品,智能手表,1,931.16,0.05,哈尔滨,微信支付,5.0
10070,2024-12-08,C4241,食品饮料,进口坚果礼盒,2,181.58,0.1,广州,支付宝,4.0
10071,2024-11-23,C5728,食品饮料,进口坚果礼盒,1,7445.71,0.2,宁波,花呗,3.0
10072,2024-07-11,C8078,美妆个护,香水,1,561.23,0.0,东莞,京东白条,5.0
10073,2024-08-14,C8708,图书文具,艺术画册,1,243.05,0.5,广州,信用卡,4.0
10074,2024-12-19,C2713,服装鞋帽,真丝围巾,1,322.47,0.3,温州,花呗,
10075,2024-07-23,C6153,家居生活,乳胶床垫,3,1346.76,0.0,哈尔滨,花呗,2.0
10076,2024-11-10,C6927,图书文具,艺术画册,3,187.83,0.1,南宁,银行卡,5.0
10077,2024-08-01,C1472,美妆个护,口红套装,1,391.62,,郑州,支付宝,5.0
10078,2024-07-30,C8560,电子产品,便携充电宝,2,168.71,0.2,郑州,信用卡,4.0
10079,2024-11-19,C3369,食品饮料,精品咖啡豆,2,178.84,0.05,重庆,信用卡,5.0
10080,2024-09-07,C1042,家居生活,收纳整理箱,2,87.62,0.1,青岛,花呗,4.0
10081,2024-11-17,C7180,食品饮料,即食燕麦片,10,72.48,0.3,南京,信用卡,
10082,2024-10-30,C7246,食品饮料,有机蜂蜜,1,103.49,0.25,石家庄,支付宝,4.0
10083,2024-11-12,C8486,电子产品,便携充电宝,2,152.8,0.5,无锡,银行卡,5.0
10084,2024-12-14,C2315,家居生活,陶瓷茶具套装,2,578.82,0.5,石家庄,花呗,
10085,2024-07-18,C4846,美妆个护,洗面奶,2,128.77,0.05,东莞,京东白条,3.0
10086,2024-08-12,C5906,电子产品,无线蓝牙耳机,1,328.75,0.3,杭州,微信支付,5.0
10087,2024-08-16,C3785,服装鞋帽,运动跑鞋,1,664.7,0.5,南宁,花呗,
10088,2024-10-27,C5161,食品饮料,西湖龙井茶叶,4,375.73,0.2,哈尔滨,花呗,4.0
10089,2024-09-27,C5901,美妆个护,面膜套装,1,155.64,0.3,石家庄,信用卡,
10090,2024-10-06,C6881,图书文具,商业管理书籍,1,118.49,0.3,重庆,支付宝,5.0
10091,2024-07-13,C9138,家居生活,真空保温杯,1,166.13,0.2,哈尔滨,京东白条,5.0
10092,2024-08-05,C2591,美妆个护,保湿面霜,1,191.68,0.1,广州,银行卡,4.0
10093,2024-08-21,C3165,图书文具,儿童绘本套装,4,117.39,0.2,南宁,信用卡,4.0
10094,2024-09-25,C2886,食品饮料,进口坚果礼盒,5,112.93,0.3,石家庄,花呗,5.0
10095,2024-07-04,C5332,图书文具,经典文学套装,2,133.57,0.3,温州,京东白条,3.0
10096,2024-08-29,C8724,电子产品,降噪耳机,1,2337.99,,温州,信用卡,4.0
10097,2024-10-13,C2911,服装鞋帽,纯棉T恤,1,191.48,0.05,南京,花呗,
10098,2024-10-25,C7078,美妆个护,面膜套装,2,141.23,0.05,温州,信用卡,5.0
10099,2024-09-10,C1536,美妆个护,香水,1,329.36,0.25,深圳,京东白条,5.0
10100,2024-12-13,C6876,电子产品,平板电脑支架,5,79.35,0.5,广州,京东白条,5.0
10101,2024-07-06,C1828,家居生活,真空保温杯,3,227.21,0.15,福州,微信支付,4.0
10102,2024-08-07,C1046,家居生活,台灯护眼灯,2,345.76,0.05,哈尔滨,支付宝,
10103,2024-09-30,C4898,图书文具,儿童绘本套装,1,60.74,0.3,宁波,支付宝,4.0
10104,2024-10-01,C9408,图书文具,经典文学套装,1,133.24,0.2,青岛,京东白条,2.0
10105,2024-10-31,C7580,食品饮料,进口坚果礼盒,4,172.35,,广州,银行卡,2.0
10106,2024-09-09,C9984,美妆个护,香水,2,427.54,0.3,深圳,京东白条,
10107,2024-12-15,C4522,食品饮料,鲜榨果汁套装,1,128.93,0.3,郑州,京东白条,
10108,2024-10-18,C6120,美妆个护,洗面奶,1,72.69,0.05,广州,支付宝,
10109,2024-07-25,C7105,服装鞋帽,纯棉T恤,2,141.11,0.05,郑州,银行卡,5.0
10110,2024-10-17,C1842,家居生活,收纳整理箱,2,53.62,0.5,南京,支付宝,5.0
10111,2024-07-30,C5564,图书文具,手账本套装,3,111.65,0.0,合肥,京东白条,4.0
10112,2024-08-16,C5477,美妆个护,洗面奶,1,121.94,0.1,福州,京东白条,3.0
10113,2024-12-10,C1502,电子产品,智能手表,1,1063.29,0.2,佛山,银行卡,5.0
10114,2024-07-22,C1861,服装鞋帽,羽绒服,1,1077.99,,青岛,京东白条,5.0
10115,2024-10-15,C5475,服装鞋帽,运动跑鞋,1,506.1,0.5,宁波,京东白条,4.0
10116,2024-12-01,C1897,电子产品,智能手表,1,951.13,0.2,西安,银行卡,
10117,2024-11-05,C8055,服装鞋帽,羽绒服,2,741.19,0.25,广州,信用卡,2.0
10118,2024-07-05,C8532,电子产品,降噪耳机,2,1692.94,0.3,西安,支付宝,5.0
10119,2024-08-13,C8538,美妆个护,香水,3,251.88,0.3,宁波,支付宝,4.0
10120,2024-09-25,C4630,家居生活,台灯护眼灯,2,108.86,0.15,贵阳,银行卡,5.0
10121,2024-12-13,C3419,服装鞋帽,运动跑鞋,1,386.87,0.05,成都,京东白条,5.0
10122,2024-11-26,C8354,美妆个护,香水,2,717.55,0.05,大连,信用卡,5.0
10123,2024-11-29,C1920,家居生活,不粘炒锅,1,212.81,,温州,银行卡,
10124,2024-07-24,C9307,食品饮料,鲜榨果汁套装,5,101.23,0.0,青岛,花呗,4.0
10125,2024-10-30,C9214,服装鞋帽,纯棉T恤,3,122.07,0.05,宁波,京东白条,4.0
10126,2024-10-21,C8199,图书文具,钢笔墨水礼盒,4,208.17,0.25,哈尔滨,花呗,
10127,2024-12-09,C6482,电子产品,降噪耳机,2,778.56,0.1,苏州,支付宝,3.0
10128,2024-09-28,C6082,美妆个护,面膜套装,2,77.05,,厦门,信用卡,4.0
10129,2024-08-02,C9624,电子产品,平板电脑支架,1,104.93,0.15,苏州,信用卡,5.0
10130,2024-08-09,C2264,家居生活,不粘炒锅,2,266.08,0.0,哈尔滨,银行卡,5.0
10131,2024-11-30,C7172,服装鞋帽,羽绒服,2,561.76,0.1,佛山,信用卡,
10132,2024-10-02,C4891,食品饮料,西湖龙井茶叶,3,407.38,0.15,西安,信用卡,3.0
10133,2024-12-21,C8218,食品饮料,西湖龙井茶叶,2,416.91,0.1,温州,微信支付,3.0
10134,2024-09-03,C1854,美妆个护,电动牙刷,2,452.42,0.05,西安,支付宝,4.0
10135,2024-11-09,C3414,食品饮料,进口坚果礼盒,1,249.89,0.25,南宁,支付宝,4.0
10136,2024-10-04,C4862,食品饮料,进口坚果礼盒,1,152.74,0.25,无锡,微信支付,
10137,2024-09-12,C8740,美妆个护,防晒霜SPF50,1,167.65,0.05,北京,银行卡,3.0
10138,2024-12-03,C9647,食品饮料,进口坚果礼盒,1,220.95,0.15,郑州,京东白条,4.0
10139,2024-07-29,C9189,图书文具,Python编程入门,2,80.6,0.2,郑州,支付宝,4.0
10140,2024-10-15,C4068,美妆个护,精华液,1,389.33,0.0,长沙,信用卡,
10141,2024-10-08,C7116,家居生活,记忆棉枕头,1,170.42,0.05,东莞,花呗,4.0
10142,2024-07-12,C6772,图书文具,儿童绘本套装,1,148.49,0.5,济南,信用卡,5.0
10143,2024-07-17,C8498,电子产品,USB-C扩展坞,3,183.43,0.25,南宁,银行卡,5.0
10144,2024-11-17,C8756,家居生活,记忆棉枕头,1,249.66,0.0,石家庄,京东白条,3.0
10145,2024-10-03,C8159,食品饮料,鲜榨果汁套装,1,129.52,0.5,济南,信用卡,5.0
10146,2024-09-07,C2353,美妆个护,面膜套装,2,70.05,0.2,苏州,支付宝,
10147,2024-12-17,C5843,家居生活,智能扫地机器人,1,2164.51,0.25,青岛,支付宝,5.0
10148,2024-12-05,C8126,家居生活,记忆棉枕头,2,114.01,0.1,北京,微信支付,5.0
10149,2024-10-21,C1570,服装鞋帽,运动跑鞋,2,440.6,0.0,合肥,微信支付,5.0
10150,2024-10-04,C8273,电子产品,便携充电宝,1,174.3,0.15,深圳,支付宝,4.0
10151,2024-10-08,C2929,家居生活,收纳整理箱,1,78.28,0.5,武汉,支付宝,
10152,2024-07-19,C8406,服装鞋帽,运动套装,3,597.9,0.25,哈尔滨,银行卡,4.0
10153,2024-09-13,C5914,服装鞋帽,羽绒服,2,1113.33,0.15,无锡,微信支付,4.0
10154,2024-10-01,C7044,食品饮料,有机蜂蜜,1,116.31,0.5,宁波,信用卡,5.0
10155,2024-07-19,C3053,家居生活,不粘炒锅,2,250.49,0.1,东莞,微信支付,5.0
10156,2024-07-15,C3034,图书文具,钢笔墨水礼盒,1,190.24,0.15,天津,花呗,5.0
10157,2024-09-03,C4216,美妆个护,洗面奶,1,50.27,0.1,福州,花呗,5.0
10158,2024-12-02,C6531,图书文具,Python编程入门,1,90.26,,昆明,花呗,4.0
10159,2024-11-24,C7825,图书文具,Python编程入门,2,73.9,0.2,大连,微信支付,5.0
10160,2024-09-15,C8430,电子产品,无线蓝牙耳机,1,262.23,0.25,合肥,微信支付,5.0
10161,2024-09-27,C7532,服装鞋帽,真丝围巾,1,371.04,0.05,重庆,信用卡,3.0
10162,2024-09-13,C7293,图书文具,考试教辅资料,3,43.9,0.25,南宁,花呗,3.0
10163,2024-08-10,C9163,图书文具,艺术画册,1,163.76,,长沙,花呗,4.0
10164,2024-11-27,C6781,电子产品,无线蓝牙耳机,2,12731.3,0.5,西安,花呗,
10165,2024-07-28,C8060,服装鞋帽,棒球帽,3,129.03,0.3,上海,花呗,4.0
10166,2024-09-12,C2204,食品饮料,鲜榨果汁套装,1,117.8,0.05,杭州,支付宝,5.0
10167,2024-09-25,C6990,服装鞋帽,牛仔裤,1,363.84,,上海,微信支付,5.0
10168,2024-11-10,C8487,服装鞋帽,羽绒服,2,694.17,0.2,福州,银行卡,4.0
10169,2024-11-03,C5911,食品饮料,云南普洱茶饼,2,153.72,0.2,无锡,京东白条,5.0
10170,2024-11-30,C8775,家居生活,真空保温杯,2,184.42,0.3,杭州,京东白条,5.0
10171,2024-12-27,C2800,服装鞋帽,纯棉T恤,1,120.75,0.15,郑州,花呗,5.0
10172,2024-07-16,C3262,图书文具,手账本套装,10,89.48,0.3,苏州,微信支付,4.0
10173,2024-11-17,C6804,美妆个护,洗面奶,1,93.91,0.2,南京,银行卡,5.0
10174,2024-12-24,C9011,家居生活,智能扫地机器人,4,1631.49,0.2,西安,支付宝,4.0
10175,2024-10-10,C6654,服装鞋帽,棒球帽,5,53.63,,南宁,信用卡,5.0
10176,2024-08-24,C4310,图书文具,商业管理书籍,2,114.31,0.15,南京,支付宝,4.0
10177,2024-12-11,C4814,电子产品,机械键盘,2,546.98,0.1,北京,花呗,3.0
10178,2024-12-15,C8793,食品饮料,精品咖啡豆,1,157.27,0.0,南宁,支付宝,4.0
10179,2024-07-10,C3868,食品饮料,有机蜂蜜,1,151.73,0.5,成都,京东白条,5.0
10180,2024-07-10,C1151,家居生活,不粘炒锅,1,379.68,0.5,贵阳,微信支付,4.0
10181,2024-08-19,C2845,家居生活,台灯护眼灯,2,279.09,0.0,佛山,银行卡,5.0
10182,2024-08-19,C3875,图书文具,考试教辅资料,2,78.62,,哈尔滨,支付宝,3.0
10183,2024-09-21,C5064,电子产品,USB-C扩展坞,1,232.57,0.25,西安,花呗,1.0
10184,2024-12-15,C6890,美妆个护,口红套装,1,151.99,0.3,哈尔滨,花呗,5.0
10185,2024-09-18,C2923,美妆个护,洗面奶,1,72.08,0.5,杭州,信用卡,5.0
10186,2024-10-15,C9998,食品饮料,精品咖啡豆,2,158.04,0.05,宁波,信用卡,4.0
10187,2024-11-22,C2838,电子产品,智能手表,1,1358.05,0.5,深圳,京东白条,5.0
10188,2024-07-24,C9361,食品饮料,云南普洱茶饼,2,173.29,0.0,厦门,信用卡,4.0
10189,2024-07-06,C7487,家居生活,记忆棉枕头,2,248.16,,天津,京东白条,
10190,2024-07-16,C2130,食品饮料,云南普洱茶饼,1,6423.6,0.3,天津,信用卡,5.0
10191,2024-10-05,C7154,电子产品,便携充电宝,1,196.64,0.3,宁波,微信支付,4.0
10192,2024-07-01,C1372,家居生活,智能扫地机器人,2,2313.35,0.15,南京,信用卡,4.0
10193,2024-07-29,C1527,美妆个护,面膜套装,4,145.09,0.15,武汉,支付宝,
10194,2024-07-09,C8314,图书文具,Python编程入门,1,61.24,0.15,东莞,支付宝,
10195,2024-09-13,C4836,美妆个护,香水,3,545.48,0.15,西安,微信支付,4.0
10196,2024-10-14,C5923,家居生活,记忆棉枕头,2,210.34,0.1,昆明,京东白条,4.0
10197,2024-09-27,C7244,图书文具,儿童绘本套装,1,135.59,0.1,东莞,花呗,5.0
10198,2024-09-15,C3365,食品饮料,云南普洱茶饼,5,198.35,0.1,长沙,微信支付,4.0
10199,2024-07-21,C8369,家居生活,不粘炒锅,3,273.62,,长沙,京东白条,2.0
10200,2024-07-19,C4082,图书文具,手账本套装,3,82.15,0.0,武汉,微信支付,3.0
